combo_id,Gory_Images,violence_content,violence_setting,violence_style,reactions_to_violence,violence_presentation,blood_gore_level,war_setting,injury_penalties,violent_overtones,violence_setting_context,pixelated_childlike_style,reactions_to_violence_type,violence_presentation_style,blood_gore_level_associated,creatures_human_behaviour,violence_against_real_animals,violent_overtones_present,disturbing_images_explicitness,blood_unrelated_description,summary,country,rating
978,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Mild/Limited,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
979,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Mild/Limited,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Mild/Limited blood and gore | Fierce sounds or dark overtones,North America,Teen
980,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Mild/Limited,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Mild/Limited blood and gore,North America,Teen
981,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Mild/Limited,No,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Mild/Limited blood and gore | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
982,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Mild/Limited,No,"Yes, with penalties",No,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | High amount of blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Mature 17+
983,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Mild/Limited,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Mild/Limited blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
984,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Mild/Limited,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Mild/Limited blood and gore | Violence towards defenseless characters without penalties,North America,Teen
985,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Moderate,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Moderate blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
986,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Moderate,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Moderate blood and gore | Realistic or historical war setting,North America,Teen
987,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Moderate,Yes,"Yes, with penalties",Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
988,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Moderate,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Teen
989,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Moderate,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
990,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Moderate,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
991,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Moderate,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is rarely depicted from a distance | Moderate blood and gore | Fierce sounds or dark overtones,North America,Teen
992,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a pixelated style",Realistic,Rarely depicted from a distant perspective,Moderate,No,No,No,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Fierce sounds or dark overtones,North America,Teen
